Type,Value,Type,Value,Type,Value,Type,Value,Type,Value,Type,Value,Type,Value,Type,Value
Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10
Element,9800,Element,9836,Element,9857,Element,9869,Element,Bottom:surface1,Element,Bottom:surface2,Element,WhippleShield:surface1,Element,bafflecylinder:surface2
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature
3404.745849609375,64.41050472831948,3404.745849609375,40.65566874237963,3404.745849609375,54.00514988902201,3404.745849609375,53.16140636182748,3404.745849609375,-5.108661519988563,3404.745849609375,-71.17148416566425,3404.745849609375,51.71087388032607,3404.745849609375,-3.0171315010954824
3475.6780548095703,64.27429407173834,3475.6780548095703,40.599905400312196,3475.6780548095703,53.93685044926942,3475.6780548095703,53.044231542617574,3475.6780548095703,-5.310146812849047,3475.6780548095703,-71.28263697526909,3475.6780548095703,51.6101212393223,3475.6780548095703,-3.223099126177458
3546.6102600097656,64.1383282784422,3546.6102600097656,40.544125741507315,3546.6102600097656,53.86820116586517,3546.6102600097656,52.92727500014122,3546.6102600097656,-5.506327973717932,3546.6102600097656,-71.3906599391251,3546.6102600097656,51.509480208185636,3546.6102600097656,-3.419892477636273
3617.542465209961,64.00260827064763,3617.542465209961,40.488328035176664,3617.542465209961,53.799216565486454,3617.542465209961,52.81053885019501,3617.542465209961,-5.697544278876896,3617.542465209961,-71.49575552105634,3617.542465209961,51.40895274181459,3617.542465209961,-3.6084005924516904
3688.4746704101562,63.867134771943455,3688.4746704101562,40.43251051531392,3688.4746704101562,53.72991013463999,3688.4746704101562,52.694024856930355,3688.4746704101562,-5.884110581774838,3688.4746704101562,-71.59811161426543,3688.4746704101562,51.30854056464304,3688.4746704101562,-3.7894103579319633
3759.4068756103516,63.731908328881374,3759.4068756103516,40.37667140073702,3759.4068756103516,53.6602944254864,3759.4068756103516,52.57773447979558,3759.4068756103516,-6.0663185834403315,3759.4068756103516,-71.69790257527222,3759.4068756103516,51.208245197183075,3759.4068756103516,-3.96361885429697
3830.339080810547,63.50683400635467,3830.339080810547,40.2834629399101,3830.339080810547,53.56158486560025,3830.339080810547,52.43047852203873,3830.339080810547,-6.240381690766538,3830.339080810547,-71.79510860868983,3830.339080810547,51.05726728782661,3830.339080810547,-4.029812774988773
3901.271286010742,63.238203010893024,3901.271286010742,40.17178671908524,3901.271286010742,53.515371948637316,3901.271286010742,52.44161727667943,3901.271286010742,-6.376286167760255,3901.271286010742,-71.88572144180839,3901.271286010742,50.94200235654074,3901.271286010742,-3.658514081352561
3972.2034912109375,62.970733020597,3972.2034912109375,40.06011656561011,3972.2034912109375,53.54894108120753,3972.2034912109375,52.66010950433203,3972.2034912109375,-6.456132253016082,3972.2034912109375,-71.96180603863839,3972.2034912109375,50.89957779764505,3972.2034912109375,-2.840250130288437
4043.135696411133,62.704447005921516,4043.135696411133,39.94846800620699,4043.135696411133,53.662034277680775,4043.135696411133,53.08495032630855,4043.135696411133,-6.467541232963164,4043.135696411133,-72.01577263590022,4043.135696411133,50.92993774741996,4043.135696411133,-1.6127755604951992
4114.067901611328,62.439500433608536,4114.067901611328,39.836979720068754,4114.067901611328,53.85261712344533,4114.067901611328,53.71023617100591,4114.067901611328,-6.385185834864771,4114.067901611328,-71.78165205103095,4114.067901611328,51.03141028110884,4114.067901611328,-0.05204879042157985
4185.000106811523,62.17870496105183,4185.000106811523,39.72828992396737,4185.000106811523,54.07123779153229,4185.000106811523,54.401715295169716,4185.000106811523,-5.847514781019513,4185.000106811523,-65.39388217058234,4185.000106811523,51.15984882357302,4185.000106811523,1.3146614817260385
4255.932312011719,61.92341143128511,4255.932312011719,39.62367025555235,4255.932312011719,54.29596530423192,4255.932312011719,55.09946073616128,4255.932312011719,-4.762526530787809,4255.932312011719,-53.381943758098075,4255.932312011719,51.295389107755966,4255.932312011719,2.3027226738102056
4326.864517211914,61.67374209406331,4326.864517211914,39.5232413855089,4326.864517211914,54.52705805573519,4326.864517211914,55.803590944125915,4326.864517211914,-3.2563699031536473,4326.864517211914,-38.866895355010875,4326.864517211914,51.43793509194947,4326.864517211914,2.967511462531771
4397.796722412109,61.42978199891411,4397.796722412109,39.42709258958418,4397.796722412109,54.76471230619106,4397.796722412109,56.51416135824518,4397.796722412109,-1.498449826278203,4397.796722412109,-24.057889562293962,4397.796722412109,51.587375217803846,4397.796722412109,3.353805441304756
4468.728927612305,61.18984477444655,4468.728927612305,39.33356954490784,4468.728927612305,55.003518327010156,4468.728927612305,57.21909360566472,4468.728927612305,0.33214707671201443,4468.728927612305,-7.178963924128836,4468.728927612305,51.738599006506206,4468.728927612305,3.5198954121722736
4539.6611328125,60.950093009351825,4539.6611328125,39.23889888024249,4539.6611328125,55.231197728598424,4539.6611328125,57.89156046498512,4539.6611328125,2.556147966475134,4539.6611328125,13.75006065179179,4539.6611328125,51.88053454167534,4539.6611328125,3.5495443520859142
4610.593338012695,60.71032562911207,4610.593338012695,39.142893715260534,4610.593338012695,55.447243693529416,4610.593338012695,58.53057612102148,4610.593338012695,5.0089113972863615,4610.593338012695,33.63824284165303,4610.593338012695,52.01286216027941,4610.593338012695,3.4651154133383093
4681.525543212891,60.47044829233554,4681.525543212891,39.04546984061656,4681.525543212891,55.651590963133536,4681.525543212891,59.13614301256679,4681.525543212891,7.394152672180019,4681.525543212891,50.82175211880892,4681.525543212891,52.13561810845078,4681.525543212891,3.279200096450745
4752.457748413086,60.270144017381625,4752.457748413086,38.96307221144101,4752.457748413086,55.813036817566854,4752.457748413086,59.61506982388148,4752.457748413086,9.604050892302432,4752.457748413086,65.32753543564708,4752.457748413086,52.230569408894475,4752.457748413086,3.0103776229887655
4823.389953613281,60.15053906661429,4823.389953613281,38.91398093159401,4823.389953613281,55.904471076484974,4823.389953613281,59.87868582211902,4823.389953613281,11.604080098585708,4823.389953613281,76.56988071209526,4823.389953613281,52.28183095587858,4823.389953613281,2.8003180362424973
4894.322158813477,60.031539029152334,4894.322158813477,38.865510931933784,4894.322158813477,55.991234110948696,4894.322158813477,60.11868382179046,4894.322158813477,13.393818406965096,4894.322158813477,86.274211507363,4894.322158813477,52.32770795368354,4894.322158813477,2.68989837253404
4965.254364013672,59.91318716011834,4965.254364013672,38.81768301368468,4965.254364013672,56.07335031493204,4965.254364013672,60.335112694326774,4965.254364013672,15.081909378198363,4965.254364013672,95.15110248866723,4965.254364013672,52.36825702716007,4965.254364013672,2.6732977616478495
5036.186569213867,59.795523073436186,5036.186569213867,38.770522116698565,5036.186569213867,56.15085363889963,5036.186569213867,60.52803629930479,5036.186569213867,16.712255772905475,5036.186569213867,103.41034055939622,5036.186569213867,52.40352219114309,5036.186569213867,2.742895628814056
5107.1187744140625,59.57642353793339,5107.1187744140625,38.6847137158591,5107.1187744140625,56.28663640924008,5107.1187744140625,60.839597903388416,5107.1187744140625,18.215412606913766,5107.1187744140625,109.81357926312705,5107.1187744140625,52.45870618110715,5107.1187744140625,2.915824301467845
5178.050979614258,59.350158139285725,5178.050979614258,38.599708477443876,5178.050979614258,56.41785505404118,5178.050979614258,61.10706043248633,5178.050979614258,19.50869056159734,5178.050979614258,114.85975455780712,5178.050979614258,52.5041428392889,5178.050979614258,3.218323891146052
5248.983184814453,59.13095529307267,5248.983184814453,38.52087735170791,5248.983184814453,56.536281005229704,5248.983184814453,61.310535024088715,5248.983184814453,20.745322786823415,5248.983184814453,119.63203311544895,5248.983184814453,52.53635437126905,5248.983184814453,3.639483451927809
5319.915390014648,58.91960443013644,5319.915390014648,38.44830178885097,5319.915390014648,56.64212582288405,5319.915390014648,61.450478706663446,5319.915390014648,21.97109885919004,5319.915390014648,124.23415141453901,5319.915390014648,52.55550407284016,5319.915390014648,4.169027401838715
5390.847595214844,58.76177207864451,5390.847595214844,38.396012082125765,5390.847595214844,56.71553964082582,5390.847595214844,61.5140431265706,5390.847595214844,23.15629958518929,5390.847595214844,128.15270786787735,5390.847595214844,52.56115009784255,5390.847595214844,4.785659909099976
5461.779800415039,58.670070800526815,5461.779800415039,38.36278483172305,5461.779800415039,56.7554903755439,5461.779800415039,61.52034562139797,5461.779800415039,24.03880575551473,5461.779800415039,130.05874708361083,5461.779800415039,52.55790189740196,5461.779800415039,5.394113737331553
5532.712005615234,58.588029066592775,5532.712005615234,38.329338945570576,5532.712005615234,56.788614119926436,5532.712005615234,61.49539874445448,5532.712005615234,24.793034184973305,5532.712005615234,131.71854932914997,5532.712005615234,52.548333056439645,5532.712005615234,5.969679348048995
5603.64421081543,58.51539848164197,5603.64421081543,38.295742159793214,5603.64421081543,56.814887571908706,5603.64421081543,61.43985950673611,5603.64421081543,25.50373757310492,5603.64421081543,133.34357024114763,5603.64421081543,52.5325171276401,5603.64421081543,6.513604119599497
5674.576416015625,58.45201771772388,5674.576416015625,38.262048443919134,5674.576416015625,56.834291315094994,5674.576416015625,61.35418996886438,5674.576416015625,26.187901481448588,5674.576416015625,134.94681751551042,5674.576416015625,52.51050907105307,5674.576416015625,7.028397300545684
5745.50862121582,58.37280055146107,5745.50862121582,38.20617274320933,5745.50862121582,56.866024573509556,5745.50862121582,61.15931318120791,5745.50862121582,26.883152640191216,5745.50862121582,134.6471974032654,5745.50862121582,52.473908093476545,5745.50862121582,7.738367847257418
5816.440826416016,58.3691408011888,5816.440826416016,38.17389461921701,5816.440826416016,56.897587687229084,5816.440826416016,60.973563037209814,5816.440826416016,27.483225062560596,5816.440826416016,133.56435709756977,5816.440826416016,52.46369407630072,5816.440826416016,8.846089608674749
5887.373031616211,58.439834002712935,5887.373031616211,38.165962571512566,5887.373031616211,56.929347725281424,5887.373031616211,60.79371388646203,5887.373031616211,28.114383194318755,5887.373031616211,132.44274977078183,5887.373031616211,52.47943459316649,5887.373031616211,10.320772016703884
5958.305236816406,58.5841301620942,5958.305236816406,38.18314701007249,5958.305236816406,56.961675138325596,5958.305236816406,60.61805696231792,5958.305236816406,28.80868707009135,5958.305236816406,131.31691134219614,5958.305236816406,52.52106094490476,5958.305236816406,12.128723745893147
6029.237442016602,58.7977713559621,6029.237442016602,38.22667587559198,6029.237442016602,56.99095036878127,6029.237442016602,60.442915750247955,6029.237442016602,29.320482554154744,6029.237442016602,129.40843210689175,6029.237442016602,52.58537659035234,6029.237442016602,14.097280956587726
6100.169647216797,59.06255934639279,6100.169647216797,38.29837339925792,6100.169647216797,56.998321889613294,6100.169647216797,60.255387655189104,6100.169647216797,29.190516799119358,6100.169647216797,125.66342843298224,6100.169647216797,52.656432238617214,6100.169647216797,15.521010699630125
6171.101852416992,59.37622030095886,6171.101852416992,38.3966670656745,6171.101852416992,56.98156294090113,6171.101852416992,60.054805620679694,6171.101852416992,28.81158264386381,6171.101852416992,121.64265286285213,6171.101852416992,52.73162261649595,6171.101852416992,16.31733127532181
6242.0340576171875,59.738592288815134,6242.0340576171875,38.519909947797785,6242.0340576171875,56.940960920257446,6242.0340576171875,59.841599645676055,6242.0340576171875,28.2413765235495,6242.0340576171875,117.47569538817774,6242.0340576171875,52.81059826196708,6242.0340576171875,16.53585576498359
6312.966262817383,60.14924454085853,6312.966262817383,38.666678560460134,6312.966262817383,56.876918819336666,6312.966262817383,59.61591606686792,6312.966262817383,27.496054830721523,6312.966262817383,113.1231549669293,6312.966262817383,52.89308966097115,6312.966262817383,16.238447100325843
6383.898468017578,60.598452071647664,6383.898468017578,38.8357534758875,6383.898468017578,56.79898006098867,6383.898468017578,59.384130494423154,6383.898468017578,26.678970561497195,6383.898468017578,106.78204080823042,6383.898468017578,52.98123011968324,6383.898468017578,15.671088981015483
6454.830673217773,61.07976740570203,6454.830673217773,39.026939334218405,6454.830673217773,56.71394520508715,6454.830673217773,59.15052289936479,6454.830673217773,25.651484942096054,6454.830673217773,99.52269752172616,6454.830673217773,53.07655695821422,6454.830673217773,15.00183603292721
6525.762878417969,61.59295980125346,6525.762878417969,39.24030180092614,6525.762878417969,56.622525254962056,6525.762878417969,58.91512420636917,6525.762878417969,24.499827266815444,6525.762878417969,91.80633662670981,6525.762878417969,53.17908456756783,6525.762878417969,14.253962084200822
6596.695083618164,62.137819183040094,6596.695083618164,39.47584678356495,6596.695083618164,56.52525567441488,6596.695083618164,58.6779333412105,6596.695083618164,23.24706323004423,6596.695083618164,83.61559811297607,6596.695083618164,53.288801609687276,6596.695083618164,13.440348336598495
