Type,Value,Type,Value,Type,Value,Type,Value
Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10,Data Source,RAAN10 : TMD : JW_CHANGEBOOMS_RAAN10
Element,Spider:test:M1_MX_C1:surface2,Element,Spider:test:M1_MY_C1:surface2,Element,Spider:test:M1_PX_C1:surface2,Element,Spider:test:M1_PY_C1:surface2
,,,,,,,
,,,,,,,
Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature
2553.5593872070312,1.618953882875476,2553.5593872070312,1.617135071956418,2553.5593872070312,1.6960501336780576,2553.5593872070312,1.6895094288573078
2624.4915924072266,1.6192037474803005,2624.4915924072266,1.6173905347211315,2624.4915924072266,1.69633464940354,2624.4915924072266,1.689791179439925
2695.423797607422,1.6193986886428873,2695.423797607422,1.6175914510998963,2695.423797607422,1.6965645695866467,2695.423797607422,1.690017930463845
2766.356002807617,1.6195412977508319,2766.356002807617,1.6177403278874474,2766.356002807617,1.6967423827512713,2766.356002807617,1.6901922553671715
2837.2882080078125,1.6196339595989355,2837.2882080078125,1.6178394883659288,2837.2882080078125,1.696870398279428,2837.2882080078125,1.6903165263782756
2908.220413208008,1.6196788655928047,2908.220413208008,1.6178910790388679,2908.220413208008,1.6969507519973426,2908.220413208008,1.6903929261648154
2979.152618408203,1.6196780272513702,2979.152618408203,1.6178970785668456,2979.152618408203,1.6969854142742147,2979.152618408203,1.6904234602557295
3050.0848236083984,1.6196332896698002,3050.0848236083984,1.6178593079715906,3050.0848236083984,1.69697619961277,3050.0848236083984,1.6904099697439037
3121.0170288085938,1.619546344684676,3121.0170288085938,1.6177794414526219,3121.0170288085938,1.6969247770210913,3121.0170288085938,1.6903541439083745
3191.949234008789,1.619418743545254,3191.949234008789,1.6176590173569052,3191.949234008789,1.6968326806564338,3191.949234008789,1.6902575324970488
3262.8814392089844,1.619251908970172,3262.8814392089844,1.61749944898896,3262.8814392089844,1.6967013203979284,3262.8814392089844,1.6901215574996715
3333.8136444091797,1.6190471464984295,3333.8136444091797,1.6173020350455527,3333.8136444091797,1.6965319921076327,3333.8136444091797,1.689947524292469
3404.745849609375,1.6188056550929302,3404.745849609375,1.6170679695452772,3404.745849609375,1.6963258874313878,3404.745849609375,1.6897366320890692
3475.6780548095703,1.61852853698006,3475.6780548095703,1.6167983511633797,3475.6780548095703,1.6960841030384932,3475.6780548095703,1.6894899836661859
3546.6102600097656,1.6182168067261113,3546.6102600097656,1.6164941919344968,3546.6102600097656,1.6958076492543588,3546.6102600097656,1.6892085943550672
3617.542465209961,1.6178713995716485,3617.542465209961,1.6161564253089153,3617.542465209961,1.695497458062401,3617.542465209961,1.688893400310806
3688.4746704101562,1.6174931790511693,3688.4746704101562,1.6157859135632913,3688.4746704101562,1.6951543904738553,3688.4746704101562,1.688545266085993
3759.4068756103516,1.6170829439377163,3759.4068756103516,1.6153834545894485,3759.4068756103516,1.6947792432860826,3759.4068756103516,1.6881649915366002
3830.339080810547,1.616585862567967,3830.339080810547,1.6148960563958787,3830.339080810547,1.6943222848831077,3830.339080810547,1.6877014125152032
3901.271286010742,1.616058966453281,3901.271286010742,1.6143869333402947,3901.271286010742,1.6938424636929756,3901.271286010742,1.6872074913250434
3972.2034912109375,1.6155312821170345,3972.2034912109375,1.6138928296134611,3972.2034912109375,1.6933747041114222,3972.2034912109375,1.6867107818084195
4043.135696411133,1.6150289341540007,4043.135696411133,1.613446097601085,4043.135696411133,1.6929503409885862,4043.135696411133,1.68623656891465
4114.067901611328,1.61458668149388,4114.067901611328,1.6130864364829585,4114.067901611328,1.6926082208690705,4114.067901611328,1.6858186937293729
4185.000106811523,1.614305730704235,4185.000106811523,1.6129179146937247,4185.000106811523,1.6924503541471065,4185.000106811523,1.6855544586972082
4255.932312011719,1.614215073777255,4255.932312011719,1.6129537572762758,4255.932312011719,1.692491991058666,4255.932312011719,1.685473054462208
4326.864517211914,1.6143227077804394,4326.864517211914,1.6131929302235866,4326.864517211914,1.6927332242838868,4326.864517211914,1.6855834860927859
4397.796722412109,1.6146326698954157,4397.796722412109,1.6136353665188317,4397.796722412109,1.6931744372950186,4397.796722412109,1.6858905402554727
4468.728927612305,1.6150695498972059,4468.728927612305,1.6141924237691219,4468.728927612305,1.6937310511276131,4468.728927612305,1.6863236048423795
4539.6611328125,1.615518690128827,4539.6611328125,1.6147361815918868,4539.6611328125,1.6942802641334105,4539.6611328125,1.6867747878429926
4610.593338012695,1.6159753880538892,4610.593338012695,1.615264234744674,4610.593338012695,1.6948196282281147,4610.593338012695,1.6872396555359714
4681.525543212891,1.616428284050885,4681.525543212891,1.6157653878520364,4681.525543212891,1.6953382801487802,4681.525543212891,1.687707198712834
4752.457748413086,1.616844298592378,4752.457748413086,1.6162064380885004,4752.457748413086,1.6958012470071528,4752.457748413086,1.6881426899271743
4823.389953613281,1.6172854526375302,4823.389953613281,1.6166621679718922,4823.389953613281,1.696279613596461,4823.389953613281,1.6886039854767796
4894.322158813477,1.6177925030434477,4894.322158813477,1.6171778351265658,4894.322158813477,1.6968195910754043,4894.322158813477,1.689132242897358
4965.254364013672,1.6183707955363917,4965.254364013672,1.6177600441414697,4965.254364013672,1.6974277298157137,4965.254364013672,1.689732493954691
5036.186569213867,1.6190264495408206,5036.186569213867,1.618415869612404,5036.186569213867,1.6981110677145306,5036.186569213867,1.6904106033189459
5107.1187744140625,1.619886122318805,5107.1187744140625,1.6192762290598195,5107.1187744140625,1.6990256372667103,5107.1187744140625,1.6913175279712522
5178.050979614258,1.6208424112423137,5178.050979614258,1.6202377686154268,5178.050979614258,1.7000842367110442,5178.050979614258,1.692362837367954
5248.983184814453,1.6219135022890274,5248.983184814453,1.6213186936788728,5248.983184814453,1.701307417682586,5248.983184814453,1.6935666826305777
5319.915390014648,1.6231098618692281,5319.915390014648,1.6225295849657444,5319.915390014648,1.7027079083368568,5319.915390014648,1.6949413903649306
5390.847595214844,1.6243330362635662,5390.847595214844,1.6237681310157217,5390.847595214844,1.7041573514108217,5390.847595214844,1.6963630868709119
5461.779800415039,1.625610193535323,5461.779800415039,1.62505029546792,5461.779800415039,1.7056333206380918,5461.779800415039,1.697819731559135
5532.712005615234,1.6269968180764398,5532.712005615234,1.6264324648628614,5532.712005615234,1.7071962017244875,5532.712005615234,1.6993714062192027
5603.64421081543,1.628489525187131,5603.64421081543,1.6279120458828427,5603.64421081543,1.708840344439855,5603.64421081543,1.7010128631908763
5674.576416015625,1.6300859155332912,5674.576416015625,1.6294872534735214,5674.576416015625,1.7105617231019121,5674.576416015625,1.7027404162485313
5745.50862121582,1.6322202297908028,5745.50862121582,1.6316011788849811,5745.50862121582,1.71282233134054,5745.50862121582,1.7050029730195968
5816.440826416016,1.6346678149985658,5816.440826416016,1.6340402323916896,5816.440826416016,1.7153782799841018,5816.440826416016,1.7075474655379697
5887.373031616211,1.637517857028029,5887.373031616211,1.6368924713533597,5887.373031616211,1.7183208254540834,5887.373031616211,1.7104662119553051
5958.305236816406,1.6408115348149492,5958.305236816406,1.640199006442059,5958.305236816406,1.7216902084107828,5958.305236816406,1.7137997091671446
6029.237442016602,1.6444769311868794,6029.237442016602,1.643883179831855,6029.237442016602,1.7254135421866732,6029.237442016602,1.7174833965585208
6100.169647216797,1.6481368873402549,6100.169647216797,1.647553741534785,6100.169647216797,1.7291130993396797,6100.169647216797,1.7211647853265264
6171.101852416992,1.65170306523075,6171.101852416992,1.6511213164679983,6171.101852416992,1.7326994523629649,6171.101852416992,1.7247549635065094
6242.0340576171875,1.6551034361323165,6242.0340576171875,1.6545127837641045,6242.0340576171875,1.7360996091614123,6242.0340576171875,1.7281809527440253
6312.966262817383,1.6582750274486893,6312.966262817383,1.657664381596609,6312.966262817383,1.7392503041476635,6312.966262817383,1.7313791351602668
6383.898468017578,1.6613389911211147,6383.898468017578,1.660696754967532,6383.898468017578,1.7422786961281134,6383.898468017578,1.734464247840818
6454.830673217773,1.6643281485029566,6454.830673217773,1.663644210604234,6454.830673217773,1.7452234321543603,6454.830673217773,1.7374686763895888
6525.762878417969,1.6672253172694187,6525.762878417969,1.6664910508647817,6525.762878417969,1.7480712091364694,6525.762878417969,1.7403769786528176
6596.695083618164,1.6700159004451578,6596.695083618164,1.669223731515678,6596.695083618164,1.7508100860754554,6596.695083618164,1.743175747533192
6667.627288818359,1.6724105656172232,6667.627288818359,1.6715560328366947,6667.627288818359,1.7531512343302236,6667.627288818359,1.7455734997916776
6738.559494018555,1.6746671898878525,6738.559494018555,1.673729243547414,6738.559494018555,1.7553306616647866,6738.559494018555,1.7478227582628945
6809.49169921875,1.676830759597632,6809.49169921875,1.6757857424014337,6809.49169921875,1.7573893257520077,6809.49169921875,1.7499673308712393
6880.423904418945,1.6788983428684512,6880.423904418945,1.677721559055322,6880.423904418945,1.7593220930926101,6880.423904418945,1.7520033682124192
6951.356109619141,1.6809817534023521,6951.356109619141,1.6796406840266138,6951.356109619141,1.7612320008088147,6951.356109619141,1.7540404787279724
7022.288314819336,1.6830457486321173,7022.288314819336,1.6815478368833532,7022.288314819336,1.7631321882839321,7022.288314819336,1.7560637336334288
7093.220520019531,1.6849310590689808,7093.220520019531,1.683302884480307,7093.220520019531,1.7648869213949763,7093.220520019531,1.757923157250418
7164.152725219727,1.686657471234259,7164.152725219727,1.6849224786636874,7164.152725219727,1.7665137540237008,7164.152725219727,1.7596391976579244
7235.084930419922,1.6882439868186057,7235.084930419922,1.6864233252134146,7235.084930419922,1.7680299520057676,7235.084930419922,1.761231345172219
7306.017135620117,1.689731273403865,7306.017135620117,1.687832172211035,7306.017135620117,1.769459323503616,7306.017135620117,1.7627334436976152
7376.9493408203125,1.6911498386030683,7376.9493408203125,1.689171939972729,7376.9493408203125,1.7708206442088932,7376.9493408203125,1.7641680089676954
7447.881546020508,1.6924838909327082,7447.881546020508,1.690437856581523,7447.881546020508,1.7721099007215597,7447.881546020508,1.7655214210197732
7518.813751220703,1.6937199285402589,7518.813751220703,1.6916214503166624,7518.813751220703,1.7733189070813327,7518.813751220703,1.7667809457443973
7589.745956420898,1.6947757667859442,7589.745956420898,1.6926444724832501,7589.745956420898,1.774367665357229,7589.745956420898,1.767862718221485
7660.678161621094,1.6956648975611088,7660.678161621094,1.6935155519327145,7660.678161621094,1.7752643589486325,7660.678161621094,1.768778988877962
7731.610366821289,1.6964644030627412,7731.610366821289,1.6943047251596666,7731.610366821289,1.7760801679816904,7731.610366821289,1.7696073709580162
7802.542572021484,1.697179286647553,7802.542572021484,1.6950143066627146,7802.542572021484,1.7768170516591948,7802.542572021484,1.7703521850132116
7873.47477722168,1.6978143439628672,7873.47477722168,1.695647463952554,7873.47477722168,1.7774779577452042,7873.47477722168,1.7710178224605635
7944.406982421875,1.6983739504049533,7944.406982421875,1.696207535245862,7944.406982421875,1.7780660734743112,7944.406982421875,1.7716084029863524
8015.33918762207,1.6988621686606027,8015.33918762207,1.6966978964215278,8015.33918762207,1.7785846667562248,8015.33918762207,1.772127822075969
8086.271392822266,1.6992827876853935,8086.271392822266,1.6971218690293162,8086.271392822266,1.7790369802899242,8086.271392822266,1.7725797567566979
8157.203598022461,1.6996393383062485,8157.203598022461,1.697482659480901,8157.203598022461,1.779426162281193,8157.203598022461,1.772967661643593
8228.135803222656,1.6999351023583802,8228.135803222656,1.6977833211237732,8228.135803222656,1.7797552228483118,8228.135803222656,1.7732947660238756
8299.068008422852,1.7001731213213338,8299.068008422852,1.6980267326951255,8299.068008422852,1.7800270084689824,8299.068008422852,1.7735640748170287
8370.000213623047,1.700356206182972,8370.000213623047,1.6982155882592425,8370.000213623047,1.7802441890120402,8370.000213623047,1.773778373430881
8440.932418823242,1.700486948780424,8440.932418823242,1.6983523950755888,8440.932418823242,1.7804092534751754,8440.932418823242,1.773940235763147
8511.864624023438,1.7005677342932788,8511.864624023438,1.6984394768256965,8511.864624023438,1.7805245116465835,8511.864624023438,1.7740520344361526
8582.796829223633,1.7006007544528092,8582.796829223633,1.6984789803526974,8582.796829223633,1.7805920996983104,8582.796829223633,1.7741159524507817
8653.729034423828,1.7005880210494062,8653.729034423828,1.6984728846019574,8653.729034423828,1.7806139882901355,8653.729034423828,1.7741339956152338
8724.661239624023,1.7005313794042436,8724.661239624023,1.698423010832167,8724.661239624023,1.7805919921658893,8724.661239624023,1.7741080052539022
8795.593444824219,1.700432521537927,8795.593444824219,1.698331033436537,8795.593444824219,1.7805277805315294,8795.593444824219,1.7740396708353419
8866.525650024414,1.700292998849675,8866.525650024414,1.6981984909200396,8866.525650024414,1.780422887706644,8866.525650024414,1.7739305422625702
8937.45785522461,1.7001142341785556,8937.45785522461,1.6980267967139293,8937.45785522461,1.7802787236996451,8937.45785522461,1.773782041649672
9008.390060424805,1.699897533159042,9008.390060424805,1.697817249616251,9008.390060424805,1.7800965844766738,9008.390060424805,1.773595474473213
9079.322265625,1.6996440948302067,9079.322265625,1.6975710437251414,9079.322265625,1.7798776617655871,9079.322265625,1.7733720400259971
9150.254470825195,1.6993550214781126,9150.254470825195,1.6972892777776847,9150.254470825195,1.7796230523001288,9150.254470825195,1.773112841147235
9221.18667602539,1.6990313277152707,9221.18667602539,1.696972963856723,9221.18667602539,1.7793337664559468,9221.18667602539,1.7728188932173028
9292.118881225586,1.6986739488186489,9292.118881225586,1.696623035449372,9292.118881225586,1.7790107362550165,9292.118881225586,1.772491132431343
9363.051086425781,1.6982837483524305,9363.051086425781,1.6962403548612761,9363.051086425781,1.77865482273967,9363.051086425781,1.7721304233730188
9433.983291625977,1.697861525113522,9433.983291625977,1.6958257200070366,9433.983291625977,1.7782668227310736,9433.983291625977,1.7717375659249825
9504.915496826172,1.6973509334479093,9504.915496826172,1.69532460148156,9504.915496826172,1.7777953818508259,9504.915496826172,1.7712598070741796
9575.847702026367,1.6968103142781914,9575.847702026367,1.6948015441380997,9575.847702026367,1.7773008527498042,9575.847702026367,1.7707514830182978
9646.779907226562,1.6962689033258205,9646.779907226562,1.6942935047261931,9646.779907226562,1.7768183839295135,9646.779907226562,1.7702403671121347
9717.712112426758,1.6957528293192186,9717.712112426758,1.693832839327646,9717.712112426758,1.776379313986309,9717.712112426758,1.769751748407488
9788.644317626953,1.6952968558180055,9788.644317626953,1.6934592509670197,9788.644317626953,1.776022493390319,9788.644317626953,1.7693194726381947
9859.576522827148,1.695002194825982,9859.576522827148,1.6932768123807271,9859.576522827148,1.775849936852716,9859.576522827148,1.7690408476755195
9930.508728027344,1.6948978423015006,9930.508728027344,1.6932987517782838,9930.508728027344,1.7758768977181214,9930.508728027344,1.7689450681677037
10001.440933227539,1.694991796286785,10001.440933227539,1.6935240361109674,10001.440933227539,1.776103469563269,10001.440933227539,1.769041140215329
10072.373138427734,1.6952880932425405,10072.373138427734,1.6939525979028194,10072.373138427734,1.7765300353660882,10072.373138427734,1.7693338498042648
10143.30534362793,1.6957113209894537,10143.30534362793,1.694495793202518,10143.30534362793,1.77707201461952,10143.30534362793,1.7697525829268967
10214.237548828125,1.6961468156331165,10214.237548828125,1.6950256954450527,10214.237548828125,1.7776065997650112,10214.237548828125,1.7701894416117823
10285.16975402832,1.696589869704744,10285.16975402832,1.6955398945317297,10285.16975402832,1.778131338033532,10285.16975402832,1.7706399873431675
10356.101959228516,1.6970291195080545,10356.101959228516,1.6960271911542693,10356.101959228516,1.7786353623462547,10356.101959228516,1.7710932069231544
10427.034164428711,1.6974323591159184,10427.034164428711,1.6964552697668907,10427.034164428711,1.779084636600854,10427.034164428711,1.7715152898583282
10497.966369628906,1.6978615735934672,10497.966369628906,1.6968988767435078,10497.966369628906,1.7795502072698641,10497.966369628906,1.7719640549009392
10568.898574829102,1.6983566733929012,10568.898574829102,1.6974024106309926,10568.898574829102,1.780077378578219,10568.898574829102,1.7724797709006859
10639.830780029297,1.6989230120969576,10639.830780029297,1.6979724841854018,10639.830780029297,1.7806727093731014,10639.830780029297,1.7730674776981894
10710.762985229492,1.6995667105671848,10710.762985229492,1.6986161735459595,10710.762985229492,1.781343239060754,10710.762985229492,1.7737330413621943
10781.695190429688,1.7004125445146976,10781.695190429688,1.6994624864453947,10781.695190429688,1.7822429846585572,10781.695190429688,1.7746254446115932
10852.627395629883,1.7013551666384972,10852.627395629883,1.7004101552497428,10852.627395629883,1.783286946736635,10852.627395629883,1.7756564139976287
10923.559600830078,1.7024125955055993,10923.559600830078,1.7014772152633306,10923.559600830078,1.7844954976767962,10923.559600830078,1.7768459253786595
10994.491806030273,1.70359529924192,10994.491806030273,1.7026742488803268,10994.491806030273,1.7858813674812168,10994.491806030273,1.7782063072451912
11065.424011230469,1.7048058995366515,11065.424011230469,1.7039000358844678,11065.424011230469,1.7873173500635104,11065.424011230469,1.7796148138518637
11136.356216430664,1.7060711275414324,11136.356216430664,1.7051700965637728,11136.356216430664,1.7887805505551106,11136.356216430664,1.7810589458494348
11207.28842163086,1.7074458261519032,11207.28842163086,1.7065401666705977,11207.28842163086,1.790330667301636,11207.28842163086,1.782598111407317
11278.220626831055,1.7089266115831354,11278.220626831055,1.708007653944023,11278.220626831055,1.7919620507723453,11278.220626831055,1.7842270635828832
11349.15283203125,1.710511083623217,11349.15283203125,1.7095707725651286,11349.15283203125,1.7936706743319366,11349.15283203125,1.7859421150898225
11420.085037231445,1.7126314153416902,11420.085037231445,1.7116705167796293,11420.085037231445,1.7959163188667542,11420.085037231445,1.7881900047248482
11491.01724243164,1.7150653923426373,11491.01724243164,1.7140957702618491,11491.01724243164,1.7984577043533474,11491.01724243164,1.7907202216760598
11561.949447631836,1.7179018457562494,11561.949447631836,1.716934230460373,11561.949447631836,1.8013857070856234,11561.949447631836,1.7936247117459472
11632.881652832031,1.721181960476834,11632.881652832031,1.7202270138097282,11632.881652832031,1.8047405734949098,11632.881652832031,1.7969439776180114
11703.813858032227,1.7248338248923616,11703.813858032227,1.7238974678603058,11703.813858032227,1.808449422323325,11703.813858032227,1.800613464041314
11774.746063232422,1.7284802704130309,11774.746063232422,1.727554332888614,11774.746063232422,1.8121345167607545,11774.746063232422,1.8042806724461293
11845.678268432617,1.7320329442683529,11845.678268432617,1.7311082191484723,11845.678268432617,1.8157064150454152,11845.678268432617,1.8078566760325483
11916.610473632812,1.7354198045809959,11916.610473632812,1.734485992778084,11916.610473632812,1.8190921124137833,11916.610473632812,1.8112684834115775
11987.542678833008,1.7385778670076648,11987.542678833008,1.7376238804622357,11987.542678833008,1.8222283319634283,11987.542678833008,1.8144524652046965
12058.474884033203,1.7416282757657056,12058.474884033203,1.7406425197772029,12058.474884033203,1.8252422252658522,12058.474884033203,1.8175233511272257
12129.407089233398,1.744603850971106,12129.407089233398,1.7435762164656385,12129.407089233398,1.8281724387336802,12129.407089233398,1.8205135260206307
12200.339294433594,1.7474874095533277,12200.339294433594,1.7464092722006388,12200.339294433594,1.8310056686664538,12200.339294433594,1.8234075472583446
12271.271499633789,1.7502643542750949,12271.271499633789,1.7491281424499625,12271.271499633789,1.833729973708454,12271.271499633789,1.82619200757285
12342.203704833984,1.7526468171638203,12342.203704833984,1.75144808996232,12342.203704833984,1.8360580889543785,12342.203704833984,1.8285769596797206
12413.13591003418,1.7548914648028806,12413.13591003418,1.7536091771507751,12413.13591003418,1.838224727790444,12413.13591003418,1.8308136563095887
12484.068115234375,1.7570430351484465,12484.068115234375,1.7556535308501175,12484.068115234375,1.8402705817599694,12484.068115234375,1.832945644359482
12555.00032043457,1.759098597909693,12555.00032043457,1.757577182020887,12555.00032043457,1.842190518517307,12555.00032043457,1.8349690759065609
12625.932525634766,1.7611692224599824,12625.932525634766,1.759483367677556,12625.932525634766,1.8440867804464054,12625.932525634766,1.8369927788876106
12696.864730834961,1.763219422019886,12696.864730834961,1.7613765604026226,12696.864730834961,1.8459722467310231,12696.864730834961,1.8390015683839147
12767.796936035156,1.7650909259813108,12767.796936035156,1.7631176381809424,12767.796936035156,1.8477122496811804,12767.796936035156,1.8408465166173655
12838.729141235352,1.7668035159809004,12838.729141235352,1.7647232481930442,12838.729141235352,1.8493243382547353,12838.729141235352,1.842548066617849
12909.661346435547,1.768376196580375,12909.661346435547,1.7662100994871395,12909.661346435547,1.8508257816493738,12909.661346435547,1.84412571167682
12980.593551635742,1.7698496463779518,12980.593551635742,1.7676049518038797,12980.593551635742,1.8522404002115802,12980.593551635742,1.84561330720362
13051.525756835938,1.7712543569773327,13051.525756835938,1.7689307096084799,13051.525756835938,1.8535869527187812,13051.525756835938,1.8470333518966096
13122.457962036133,1.7725745447058665,13122.457962036133,1.7701826089378931,13122.457962036133,1.8548614340873735,13122.457962036133,1.8483722338710777
13193.390167236328,1.7737967059323045,13193.390167236328,1.7713521760992454,13193.390167236328,1.856055656279536,13193.390167236328,1.8496172170883736
13264.322372436523,1.7748395460328172,13264.322372436523,1.772362061664009,13264.322372436523,1.8570905691628845,13264.322372436523,1.8506853690872866
13335.254577636719,1.7757165206126813,13335.254577636719,1.7732208572113934,13335.254577636719,1.8579743167540752,13335.254577636719,1.8515889024094758
13406.186782836914,1.776503849198738,13406.186782836914,1.7739977269563525,13406.186782836914,1.8587771598786709,13406.186782836914,1.8524045261154456
13477.11898803711,1.7772065420160625,13477.11898803711,1.7746949920960107,13477.11898803711,1.859501064773682,13477.11898803711,1.8531365678954692
13548.051193237305,1.7778293953507112,13548.051193237305,1.7753158206398039,13548.051193237305,1.8601489797045978,13548.051193237305,1.8537894198075398
13618.9833984375,1.778376785291379,13618.9833984375,1.775863551420599,13618.9833984375,1.8607240925309538,13618.9833984375,1.85436720224235
13689.915603637695,1.778852775223356,13689.915603637695,1.7763415609775093,13689.915603637695,1.8612296718336632,13689.915603637695,1.8548738113985435
13760.84780883789,1.7792611547731294,13760.84780883789,1.7767531715175469,13760.84780883789,1.8616689609815618,13760.84780883789,1.8553129249903886
13831.780014038086,1.7796054553932283,13831.780014038086,1.777101590078087,13831.780014038086,1.862045108817677,13831.780014038086,1.8556879982731143
13902.712219238281,1.7798889594887175,13902.712219238281,1.7773898705844269,13902.712219238281,1.862361126048656,13902.712219238281,1.8560022611166092
